AREF;CCAANOM;PROVINCIA;CODINE;MUNINENOMBRE;TITULARES;PROPIEDADES;TU_1I_FIS_NA;TU_1I_FIS_EX;TU_1I_SOCIEDADES;TU_1I_ENTIDADES_SINAL;TU_1I_ENTIDADES_SINPJ;TU_1I_ENTIDADES_EXT;TU_1I_AAPP;TU_1I_ENTIDADES_NDEF;TU_1I_OTROS;TU_5I_FIS_NA;TU_5I_FIS_EX;TU_5I_SOCIEDADES;TU_5I_ENTIDADES_SINAL;TU_5I_ENTIDADES_SINPJ;TU_5I_ENTIDADES_EXT;TU_5I_AAPP;TU_5I_ENTIDADES_NDEF;TU_5I_OTROS;TU_10I_FIS_NA;TU_10I_FIS_EX;TU_10I_SOCIEDADES;TU_10I_ENTIDADES_SINAL;TU_10I_ENTIDADES_SINPJ;TU_10I_ENTIDADES_EXT;TU_10I_AAPP;TU_10I_ENTIDADES_NDEF;TU_10I_OTROS;TU_25I_FIS_NA;TU_25I_FIS_EX;TU_25I_SOCIEDADES;TU_25I_ENTIDADES_SINAL;TU_25I_ENTIDADES_SINPJ;TU_25I_ENTIDADES_EXT;TU_25I_AAPP;TU_25I_ENTIDADES_NDEF;TU_25I_OTROS;TU_100I_FIS_NA;TU_100I_FIS_EX;TU_100I_SOCIEDADES;TU_100I_ENTIDADES_SINAL;TU_100I_ENTIDADES_SINPJ;TU_100I_ENTIDADES_EXT;TU_100I_AAPP;TU_100I_ENTIDADES_NDEF;TU_100I_OTROS;TU_MAS100_FIS_NA;TU_MAS100_FIS_EX;TU_MAS100_SOCIEDADES;TU_MAS100_ENTIDADES_SINAL;TU_MAS100_ENTIDADES_SINPJ;TU_MAS100_ENTIDADES_EXT;TU_MAS100_AAPP;TU_MAS100_ENTIDADES_NDEF;TU_MAS100_OTROS;PU_1I_FIS_NA;PU_1I_FIS_EX;PU_1I_SOCIEDADES;PU_1I_ENTIDADES_SINAL;PU_1I_ENTIDADES_SINPJ;PU_1I_ENTIDADES_EXT;PU_1I_AAPP;PU_1I_ENTIDADES_NDEF;PU_1I_OTROS;PU_5I_FIS_NA;PU_5I_FIS_EX;PU_5I_SOCIEDADES;PU_5I_ENTIDADES_SINAL;PU_5I_ENTIDADES_SINPJ;PU_5I_ENTIDADES_EXT;PU_5I_AAPP;PU_5I_ENTIDADES_NDEF;PU_5I_OTROS;PU_10I_FIS_NA;PU_10I_FIS_EX;PU_10I_SOCIEDADES;PU_10I_ENTIDADES_SINAL;PU_10I_ENTIDADES_SINPJ;PU_10I_ENTIDADES_EXT;PU_10I_AAPP;PU_10I_ENTIDADES_NDEF;PU_10I_OTROS;PU_25I_FIS_NA;PU_25I_FIS_EX;PU_25I_SOCIEDADES;PU_25I_ENTIDADES_SINAL;PU_25I_ENTIDADES_SINPJ;PU_25I_ENTIDADES_EXT;PU_25I_AAPP;PU_25I_ENTIDADES_NDEF;PU_25I_OTROS;PU_100I_FIS_NA;PU_100I_FIS_EX;PU_100I_SOCIEDADES;PU_100I_ENTIDADES_SINAL;PU_100I_ENTIDADES_SINPJ;PU_100I_ENTIDADES_EXT;PU_100I_AAPP;PU_100I_ENTIDADES_NDEF;PU_100I_OTROS;PU_MAS100_FIS_NA;PU_MAS100_FIS_EX;PU_MAS100_SOCIEDADES;PU_MAS100_ENTIDADES_SINAL;PU_MAS100_ENTIDADES_SINPJ;PU_MAS100_ENTIDADES_EXT;PU_MAS100_AAPP;PU_MAS100_ENTIDADES_NDEF;PU_MAS100_OTROS
2024;Andalucía;Almería;4001;Abla;883;1037;734;16;10;1;1;0;2;0;13;96;0;2;0;1;0;1;0;2;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;734;16;10;1;1;0;2;0;13;204;0;5;0;2;0;2;0;6;6;0;0;0;0;0;9;0;0;0;0;15;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024;Andalucía;Almería;4002;Abrucena;785;893;683;6;11;2;0;0;0;0;2;74;0;3;0;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;683;6;11;2;0;0;0;0;2;160;0;6;0;0;0;2;0;5;0;0;6;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024;Andalucía;Almería;4003;Adra;9689;11813;7754;433;121;4;0;0;2;1;62;1208;16;54;0;0;0;0;0;1;11;1;12;1;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;2;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;7754;433;121;4;0;0;2;1;62;2742;32;159;0;0;0;0;0;2;72;6;87;6;0;0;0;0;0;0;0;33;0;0;0;0;0;11;0;0;64;0;0;0;84;0;0;0;0;138;0;0;0;0;0;0
2024;Andalucía;Almería;4004;Albánchez;332;367;253;29;1;1;0;0;2;0;13;29;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;253;29;1;1;0;0;2;0;13;60;6;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024;Andalucía;Almería;4005;Alboloduy;417;491;338;2;2;1;0;0;0;0;12;59;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;338;2;2;1;0;0;0;0;12;126;0;2;0;0;0;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024;Andalucía;Almería;4006;Albox;5221;6810;3120;931;79;2;0;0;2;0;143;832;34;39;3;0;1;0;0;5;11;0;9;0;0;0;1;0;1;0;0;3;0;0;0;1;0;1;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3120;931;79;2;0;0;2;0;143;1965;74;105;6;0;2;0;0;10;73;0;71;0;0;0;9;0;6;0;0;58;0;0;0;14;0;22;0;0;82;0;0;0;36;0;0;0;0;0;0;0;0;0;0;0
2024;Andalucía;Almería;4007;Alcolea;443;614;397;4;1;0;0;0;1;0;6;30;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;397;4;1;0;0;0;1;0;6;63;0;4;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;136;0;0
2024;Andalucía;Almería;4008;Alcóntar;303;337;248;13;5;0;0;0;1;0;11;21;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;248;13;5;0;0;0;1;0;11;45;2;0;0;0;0;4;0;2;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024;Andalucía;Almería;4009;Alcudia de Monteagud;130;148;103;7;2;0;0;0;0;0;3;14;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;103;7;2;0;0;0;0;0;3;31;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024;Andalucía;Almería;4010;Alhabia;298;383;259;3;3;0;0;0;0;0;2;29;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;259;3;3;0;0;0;0;0;2;64;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;0;0;0;0;0;0;0;0;0;0
2024;Andalucía;Almería;4011;Alhama de Almería;1841;2303;1415;64;30;0;0;0;1;0;40;262;2;12;0;1;0;0;1;5;2;0;0;0;0;0;2;0;0;0;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1415;64;30;0;0;0;1;0;40;613;4;35;0;2;0;0;4;10;14;0;0;0;0;0;14;0;0;0;0;31;0;0;0;12;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024;Andalucía;Almería;4012;Alicún;103;120;76;8;1;0;0;1;0;0;2;14;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;76;8;1;0;0;1;0;0;2;30;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024;Andalucía;Almería;4013;Almería;79782;99734;64243;2746;877;30;53;6;17;7;394;10480;195;361;13;3;0;4;4;27;150;2;64;1;1;0;0;2;2;27;0;40;0;1;0;1;2;0;1;0;20;1;0;0;2;0;0;0;0;2;0;0;0;2;0;1;64243;2746;877;30;53;6;17;7;394;23752;432;1004;36;7;0;13;9;60;1072;14;473;6;10;0;0;15;13;385;0;623;0;17;0;17;23;0;29;0;919;32;0;0;84;0;0;0;0;320;0;0;0;1858;0;138
2024;Andalucía;Almería;4014;Almócita;114;126;103;1;0;0;0;0;0;0;0;9;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;103;1;0;0;0;0;0;0;0;18;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024;Andalucía;Almería;4015;Alsodux;84;96;69;3;2;0;0;0;1;0;2;6;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69;3;2;0;0;0;1;0;2;12;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024;Andalucía;Almería;4016;Antas;1147;1345;858;114;29;2;0;0;0;0;17;109;8;6;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;858;114;29;2;0;0;0;0;17;247;23;15;0;0;0;0;0;0;0;0;10;0;0;0;7;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024;Andalucía;Almería;4017;Arboleas;2363;2681;701;1439;29;0;0;2;2;0;30;128;12;9;0;0;0;0;0;2;1;0;0;0;0;0;1;0;1;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;701;1439;29;0;0;2;2;0;30;296;27;26;0;0;0;0;0;4;7;0;0;0;0;0;10;0;10;0;0;68;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0
2024;Andalucía;Almería;4018;Armuña de Almanzora;234;302;187;9;4;0;0;0;0;0;8;19;0;3;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;187;9;4;0;0;0;0;0;8;41;0;9;0;0;0;3;0;0;0;0;0;0;0;0;7;0;0;0;0;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024;Andalucía;Almería;4019;Bacares;275;322;224;1;2;0;0;0;1;0;12;33;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;224;1;2;0;0;0;1;0;12;73;0;0;0;0;0;0;0;3;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024;Andalucía;Almería;4020;Bayárcal;202;209;189;0;1;0;0;0;1;0;5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;189;0;1;0;0;0;1;0;5;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024;Andalucía;Almería;4021;Bayarque;172;201;141;7;3;0;0;0;0;0;1;18;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;141;7;3;0;0;0;0;0;1;39;0;0;0;0;0;3;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024;Andalucía;Almería;4022;Bédar;559;619;200;283;11;0;0;0;1;0;15;36;10;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;283;11;0;0;0;1;0;15;79;21;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024;Andalucía;Almería;4023;Beires;135;149;119;2;0;0;0;0;0;1;3;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;119;2;0;0;0;0;0;1;3;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024;Andalucía;Almería;4024;Benahadux;1866;2125;1611;49;33;1;1;0;3;1;8;140;5;9;0;0;0;0;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1611;49;33;1;1;0;3;1;8;322;10;29;0;0;0;0;0;2;12;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024;Andalucía;Almería;4026;Benitagla;95;110;65;8;1;0;0;0;1;0;8;10;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65;8;1;0;0;0;1;0;8;22;3;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024;Andalucía;Almería;4027;Benizalón;120;135;97;6;1;1;0;0;0;0;1;12;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;97;6;1;1;0;0;0;0;1;25;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024;Andalucía;Almería;4028;Bentarique;160;185;135;3;1;0;0;0;0;0;2;17;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;135;3;1;0;0;0;0;0;2;36;0;0;0;0;0;5;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024;Andalucía;Almería;4029;Berja;4630;5579;3679;282;67;3;0;0;0;2;76;446;26;20;1;0;0;1;0;3;1;0;11;0;0;0;0;0;1;0;0;6;0;0;0;1;0;0;0;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;3679;282;67;3;0;0;0;2;76;984;55;54;2;0;0;3;0;7;6;0;78;0;0;0;0;0;7;0;0;94;0;0;0;22;0;0;0;0;83;0;0;0;48;0;27;0;0;0;0;0;0;0;0;0
2024;Andalucía;Almería;4030;Canjáyar;752;884;627;15;5;1;1;0;1;0;2;93;1;2;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;627;15;5;1;1;0;1;0;2;192;3;6;2;0;0;0;0;2;0;0;9;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024;Andalucía;Almería;4031;Cantoria;1914;2397;1154;373;31;2;1;0;1;0;59;258;12;6;0;0;0;1;0;4;3;1;2;0;0;0;1;0;1;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1154;373;31;2;1;0;1;0;59;582;26;21;0;0;0;3;0;10;22;7;15;0;0;0;7;0;9;16;0;0;0;0;0;0;0;26;0;0;0;0;0;0;32;0;0;0;0;0;0;0;0;0;0;0
2024;Andalucía;Almería;4032;Carboneras;4623;6086;3450;284;96;1;0;3;1;0;48;611;24;57;0;0;0;1;0;5;19;0;8;0;0;0;0;0;0;3;0;7;0;0;0;2;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3450;284;96;1;0;3;1;0;48;1427;55;162;0;0;0;2;0;11;139;0;56;0;0;0;0;0;0;34;0;132;0;0;0;48;0;0;0;0;111;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0
2024;Andalucía;Almería;4033;Castro de Filabres;120;135;100;1;1;0;0;0;1;0;3;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;1;1;0;0;0;1;0;3;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024;Andalucía;Almería;4034;Cóbdar;155;186;116;12;1;1;0;0;0;0;4;18;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;116;12;1;1;0;0;0;0;4;43;2;0;0;0;0;5;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024;Andalucía;Almería;4035;Cuevas del Almanzora;7804;10273;4483;1653;218;3;0;9;3;0;207;922;85;127;1;1;0;1;0;17;23;2;27;0;0;0;0;0;1;4;0;11;0;0;0;1;0;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;4483;1653;218;3;0;9;3;0;207;2196;188;349;3;2;0;4;0;41;165;12;198;0;0;0;0;0;7;49;0;191;0;0;0;22;0;0;0;0;114;0;0;0;0;0;42;0;0;0;0;0;0;114;0;0
2024;Andalucía;Almería;4036;Chercos;179;200;148;7;2;0;0;0;0;0;3;15;1;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;148;7;2;0;0;0;0;0;3;30;3;0;0;0;0;5;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024;Andalucía;Almería;4037;Chirivel;922;1082;722;48;8;1;0;0;1;0;23;112;1;2;0;0;0;2;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;722;48;8;1;0;0;1;0;23;250;2;8;0;0;0;7;0;2;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024;Andalucía;Almería;4038;Dalías;1819;2101;1575;30;23;3;0;0;1;0;17;153;1;10;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1575;30;23;3;0;0;1;0;17;337;2;23;5;0;0;5;0;0;0;0;0;0;0;0;6;0;0;0;0;12;0;0;0;0;0;0;0;0;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024;Andalucía;Almería;4041;Enix;577;620;434;87;11;0;0;0;0;0;16;20;5;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;434;87;11;0;0;0;0;0;16;45;10;4;0;0;0;2;0;2;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024;Andalucía;Almería;4043;Felix;636;715;521;33;8;1;0;0;0;0;12;53;3;3;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;521;33;8;1;0;0;0;0;12;116;6;8;0;0;0;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024;Andalucía;Almería;4044;Fines;886;1166;691;27;21;0;0;0;0;0;12;122;1;3;0;0;0;2;0;1;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;691;27;21;0;0;0;0;0;12;270;2;6;0;0;0;5;0;3;0;0;15;0;0;0;0;0;0;0;0;12;0;0;0;13;0;0;0;0;89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024;Andalucía;Almería;4045;Fiñana;1281;1515;1052;22;16;3;0;0;3;0;14;163;0;3;0;0;0;0;0;0;1;0;2;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1052;22;16;3;0;0;3;0;14;350;0;7;0;0;0;0;0;0;8;0;12;0;0;0;0;0;10;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024;Andalucía;Almería;4046;Fondón;1215;1448;1050;25;32;1;1;0;1;1;22;64;1;8;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;4;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1050;25;32;1;1;0;1;1;22;135;2;18;0;0;0;2;0;4;0;0;6;0;0;0;0;0;0;0;0;52;0;0;0;13;0;0;0;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024;Andalucía;Almería;4047;Gádor;1343;1617;1063;69;24;1;0;0;0;0;22;137;6;9;1;1;0;1;0;0;3;0;0;0;0;0;2;0;1;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1063;69;24;1;0;0;0;0;22;301;13;20;2;2;0;2;0;0;21;0;0;0;0;0;16;0;10;0;0;30;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024;Andalucía;Almería;4048;Gallardos (Los);1255;1398;659;463;15;1;0;0;1;0;18;83;6;5;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;659;463;15;1;0;0;1;0;18;181;12;12;0;0;2;0;0;5;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024;Andalucía;Almería;4049;Garrucha;5840;7056;4564;406;164;2;1;2;1;2;80;512;12;51;2;1;0;0;0;4;13;0;7;0;0;0;1;0;1;2;0;9;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;4564;406;164;2;1;2;1;2;80;1174;25;147;5;5;0;0;0;8;94;0;46;0;0;0;8;0;7;24;0;146;0;0;0;0;0;0;0;0;64;0;0;0;81;0;0;0;0;0;0;0;0;0;0;0
2024;Andalucía;Almería;4050;Gérgal;707;878;563;29;7;1;0;0;0;0;9;88;2;3;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;563;29;7;1;0;0;0;0;9;208;4;8;2;0;0;0;0;0;0;0;6;0;0;0;7;0;0;0;0;0;0;0;0;18;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024;Andalucía;Almería;4051;Huécija;279;305;240;8;0;1;0;0;0;0;4;23;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;240;8;0;1;0;0;0;0;4;46;2;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024;Andalucía;Almería;4052;Huércal de Almería;6579;7095;6075;126;77;4;0;0;1;3;22;226;3;24;1;0;0;0;1;1;1;0;5;0;1;0;1;0;1;0;0;4;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6075;126;77;4;0;0;1;3;22;485;6;62;2;0;0;0;2;2;7;0;42;0;7;0;7;0;9;0;0;68;0;0;0;20;0;0;0;0;0;0;0;0;68;0;0;0;0;0;0;0;0;0;0;0
2024;Andalucía;Almería;4053;Huércal-Overa;6659;8406;4879;637;77;4;2;1;1;0;98;856;28;36;0;1;0;1;0;1;19;0;5;0;0;0;0;0;0;3;0;3;1;0;0;1;0;0;0;0;2;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;4879;637;77;4;2;1;1;0;98;1971;60;102;0;2;0;4;0;4;127;0;33;0;0;0;0;0;0;34;0;60;12;0;0;13;0;0;0;0;97;0;0;0;29;0;26;0;0;0;0;0;0;133;0;0
2024;Andalucía;Almería;4054;Illar;294;338;234;25;1;0;0;0;0;0;3;26;1;2;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;234;25;1;0;0;0;0;0;3;54;2;6;0;0;0;3;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
